styleid,Url,len_Fabulyst,len_Myntra,correct?,analysis
1514095,http://myntra.myntassets.com/assets/images/1514095/2016/10/2/11475409245697-RANGMANCH-BY-PANTALOONS-Women-Off-white-Solid-Straight-Kurta-251475409245528-1.jpg,Calf Length,Knee Length,FALSE,TN
2392222,http://myntra.myntassets.com/assets/images/2392222/2018/1/18/11516270016685-Soch-Women-Maroon--Black-Printed-Straight-Kurta-7561516270016631-1.jpg,Knee Length,Knee Length,TRUE,
2454594,http://myntra.myntassets.com/assets/images/2454594/2018/2/6/11517906238754-Saadgi-Orange-Solid-Straight-Khadi-Cotton-Kurta-7921517906238557-1.jpg,Knee Length,Knee Length,TRUE,
2508936,http://myntra.myntassets.com/assets/images/2508936/2018/2/22/11519301146737-RARE-ROOTS-Women-Pink-Kurti-8431519301146528-1.jpg,Knee Length,Knee Length,TRUE,
2608572,http://myntra.myntassets.com/assets/images/diy/2018/2/23/bc268d00-a397-4189-a599-4a4c8b1d005edefault.jpg,Knee Length,Knee Length,TRUE,
2191685,http://myntra.myntassets.com/assets/images/2191685/2017/11/3/11509691991102-AURELIA-Women-Kurtas-2601509691990922-1.jpg,Calf Length,Calf Length,TRUE,
2370407,http://myntra.myntassets.com/assets/images/2370407/2017/12/29/11514551136769-Janasya-Women-Grey-Printed-A-Line-Kurta-7171514551136638-1.jpg,Calf Length,Knee Length,FALSE,FN
2274739,http://myntra.myntassets.com/assets/images/2274739/2017/11/23/11511421369746-na-9111511421369634-1.jpg,Calf Length,Calf Length,TRUE,
1167089,http://myntra.myntassets.com/assets/images/1167089/2016/1/28/11453973502273-Shree-Yellow-Printed-Kurta-1421453973501624-1.jpg,Above Knee,Above Knee,TRUE,
2467348,http://myntra.myntassets.com/assets/images/2467348/2018/2/8/11518076287240-na-4531518076287059-1.jpg,Calf Length,Calf Length,TRUE,
2468949,http://myntra.myntassets.com/assets/images/2468949/2018/2/9/11518154837471-Evam-Women-Kurtas-1781518154837285-1.jpg,Calf Length,Calf Length,TRUE,
2311445,http://myntra.myntassets.com/assets/images/2311445/2017/12/6/11512552447578-Varanga-Rust--Mustard-Solid-Kurta-VAR118070-9621512552447433-1.jpg,Ankle Length,Knee Length,FALSE,FN
2485898,http://myntra.myntassets.com/assets/images/2485898/2018/2/14/11518594858272-na-7461518594858101-1.jpg,Calf Length,Knee Length,FALSE,TN
2312206,http://myntra.myntassets.com/assets/images/2312206/2017/12/6/11512539245082-Aujjessa-Cold-Shoulder-Waist-Belt-Straight-Kurta-2451512539244800-1.jpg,Calf Length,Knee Length,FALSE,FN
2326367,http://myntra.myntassets.com/assets/images/2326367/2017/12/9/11512797725139-NA-3751512797725039-1.jpg,Calf Length,Calf Length,TRUE,
1552026,http://myntra.myntassets.com/assets/images/1552026/2016/10/2/11475393349342-IndusDiva-Women-Purple-Printed-Straight-Kurta-2801475393349177-1.jpg,Knee Length,Calf Length,FALSE,FN
2082495,http://myntra.myntassets.com/assets/images/2082495/2017/9/7/11504780107524-Libas-Women-Blue-Printed-Anarkali-Kurta-791504780107597-1.jpg,Ankle Length,Calf Length,FALSE,FN
2415869,http://myntra.myntassets.com/assets/images/2415869/2018/1/30/11517298275106-Rangriti-Women-Pink-Printed-Straight-Kurta-4261517298274896-1.jpg,Calf Length,Calf Length,TRUE,
2323234,http://myntra.myntassets.com/assets/images/2323234/2018/1/16/11516084295651-Anouk-Women-Yellow-Printed-A-Line-Kurta-6851516084295573-1.jpg,Calf Length,Calf Length,TRUE,
1062960,http://myntra.myntassets.com/assets/images/1062960/2015/11/5/11446713252283-Kazo-Red-A-Line-Dress-5951446713252036-1.jpg,Ankle Length,Ankle Length,TRUE,
1924964,http://myntra.myntassets.com/assets/images/1924964/2017/5/29/11496061316197-Libas-Women-Grey-Printed-Straight-Kurta-7071496061315720-1.jpg,Calf Length,Calf Length,TRUE,
2392281,http://myntra.myntassets.com/assets/images/2392281/2018/1/16/11516077601497-Shree-Women-Beige-Solid-Straight-Kurta-7791516077601369-1.jpg,Knee Length,Calf Length,FALSE,FN
2427318,http://myntra.myntassets.com/assets/images/2427318/2018/2/7/11517982628182-Jashn-white-tribal-print-cotton-kurti-5551517982627993-1.jpg,Knee Length,Knee Length,TRUE,
1794725,http://myntra.myntassets.com/assets/images/1794725/2017/3/7/11488882021918-Evam-Women-Kurtas-7131488882021823-1.jpg,Knee Length,Calf Length,FALSE,FN
2493514,http://myntra.myntassets.com/assets/images/2493514/2018/2/16/11518774263153-NA-6241518774262976-1.jpg,Knee Length,Calf Length,FALSE,FN
2307694,http://myntra.myntassets.com/assets/images/2307694/2017/12/4/11512390247576-na-9891512390247386-1.jpg,Calf Length,Calf Length,TRUE,
2452406,http://myntra.myntassets.com/assets/images/2452406/2018/2/5/11517822961553-na-2361517822961326-1.jpg,Ankle Length,Ankle Length,TRUE,
1411965,http://myntra.myntassets.com/assets/images/1411965/2016/6/27/11467028592104-Love-More-Women-Kurtas-9251467028591936-1.jpg,Calf Length,Calf Length,TRUE,
1700264,http://myntra.myntassets.com/assets/images/1700264/2016/12/23/11482479856005-AgrohA-Women-Kurtas-7291482479855778-1.jpg,Calf Length,Calf Length,TRUE,
1894246,http://myntra.myntassets.com/assets/images/1894246/2017/5/10/11494398450780-Sera-Women-Kurtas-7691494398450201-1.jpg,Calf Length,Ankle Length,FALSE,TN
1706202,http://myntra.myntassets.com/assets/images/1706202/2016/12/28/11482913773711-Juniper-Women-Kurtas-2881482913773597-1.jpg,Knee Length,Knee Length,TRUE,
2277181,http://myntra.myntassets.com/assets/images/2277181/2017/11/24/11511505072874-na-7701511505072627-1.jpg,Ankle Length,Above Knee,FALSE,FN
2310495,http://myntra.myntassets.com/assets/images/2310495/2017/12/17/11513488429787-W-Women-White--Silver-Toned-Printed-Straight-Kurta-5331513488429665-1.jpg,Calf Length,Calf Length,TRUE,
2448478,http://myntra.myntassets.com/assets/images/2448478/2018/2/8/11518075623415-Shree-Women-Kurtas-6761518075623180-1.jpg,Calf Length,Calf Length,TRUE,
2135393,http://myntra.myntassets.com/assets/images/2135393/2017/9/20/11505891023058-Juniper-Brown-Color-Kurta-With-Round-Neck-3911505891022853-1.jpg,Above Knee,Above Knee,TRUE,
2323236,http://myntra.myntassets.com/assets/images/2323236/2018/1/16/11516082339419-Anouk-Women-Mustard-Printed-A-Line-Kurta-8161516082339382-1.jpg,Ankle Length,Above Knee,FALSE,FN
2363647,http://myntra.myntassets.com/assets/images/2363647/2018/1/4/11515063770428-W-Women-Black--Off-White-Printed-A-Line-Kurta-5831515063770196-1.jpg,Calf Length,Calf Length,TRUE,
1631627,http://myntra.myntassets.com/assets/images/1631627/2016/11/21/11479720585138-Soch-Women-Black-Printed-Straight-Kurta-3211479720584802-1.jpg,Knee Length,Knee Length,TRUE,
2465633,http://myntra.myntassets.com/assets/images/2465633/2018/3/1/11519899161452-Span-Women-Kurtas-981519899161299-1.jpg,Knee Length,Knee Length,TRUE,
2452110,http://myntra.myntassets.com/assets/images/2452110/2018/2/15/11518687811042-RANGMANCH-BY-PANTALOONS-Women-Yellow-Yoke-Design-A-Line-Kurta-4421518687810897-1.jpg,Calf Length,Calf Length,TRUE,
1969502,http://myntra.myntassets.com/assets/images/1969502/2017/6/17/11497678739445-TALINUM-Women-Kurtis-1081497678739268-1.jpg,Knee Length,Above Knee,FALSE,TN
2277893,http://myntra.myntassets.com/assets/images/2277893/2017/12/8/11512735651112-Jaipur-Kurti-Women-Green-Embroidered-A-Line-Kurta-1111512735650954-1.jpg,Calf Length,Calf Length,TRUE,
2483350,http://myntra.myntassets.com/assets/images/2483350/2018/2/22/11519299450403-People-Women-Blue-Solid-A-Line-Kurta-4481519299450279-1.jpg,Calf Length,Knee Length,FALSE,TN
2380539,http://myntra.myntassets.com/assets/images/2380539/2018/1/5/11515131008866-NA-821515131008782-1.jpg,Calf Length,Calf Length,TRUE,
2266188,http://myntra.myntassets.com/assets/images/2266188/2017/11/21/11511257753325-na-2141511257753136-1.jpg,Ankle Length,Ankle Length,TRUE,
2414214,http://myntra.myntassets.com/assets/images/2414214/2018/2/7/11517987053612-HERENOW-Women-Kurtas-4301517987053507-1.jpg,Calf Length,Calf Length,TRUE,
2392225,http://myntra.myntassets.com/assets/images/2392225/2018/1/18/11516277643103-Soch-Women-Mustard-Printed-A-Line-Kurta-2701516277642997-1.jpg,Knee Length,Knee Length,TRUE,
2412427,http://myntra.myntassets.com/assets/images/diy/2018/1/10/166e2c4c-5342-4722-b9e9-cdb73dd031dfdefault.jpg,Calf Length,Calf Length,TRUE,
1465837,http://myntra.myntassets.com/assets/images/1465837/2016/8/31/11472624558237-Rangriti-Yellow-Polyester-Self-Checked-Kurta-7511472624558096-1.jpg,Knee Length,Knee Length,TRUE,
2592943,http://myntra.myntassets.com/assets/images/2592943/2018/3/1/11519899832574-ZIYAA-Women-Beige-Printed-Straight-Kurta-6091519899832360-1.jpg,Knee Length,Knee Length,TRUE,
2396799,http://myntra.myntassets.com/assets/images/2396799/2018/1/16/11516091506297-Cottinfab-Printed-Kurta-with-front-Slit-241516091506121-1.jpg,Ankle Length,Ankle Length,TRUE,
2501451,http://myntra.myntassets.com/assets/images/2501451/2018/2/20/11519106267174-na-5021519106266936-1.jpg,Knee Length,Above Knee,FALSE,FN
2588166,http://myntra.myntassets.com/assets/images/2588166/2018/3/1/11519887648799-Sera-Womens-wear-White-kurta-with-waistcoat-8561519887648598-1.jpg,Calf Length,Calf Length,TRUE,
1927344,http://myntra.myntassets.com/assets/images/1927344/2017/6/19/11497875745593-IMARA-Women-Black--Off-White-Printed-Straight-Kurta-6731497875745363-1.jpg,Knee Length,Knee Length,TRUE,
1146059,http://myntra.myntassets.com/assets/images/1146059/2015/12/30/11451466783510-Fabnesia-Women-Kurtas-8581451466783170-1.jpg,Knee Length,Knee Length,TRUE,
2427816,http://myntra.myntassets.com/assets/images/2427816/2018/2/6/11517893190290-Fabindia-Women-White-Embroidered-Straight-Kurta-1891517893190118-1.jpg,Calf Length,Calf Length,TRUE,
1941523,http://myntra.myntassets.com/assets/images/1941523/2017/6/13/11497358196331-W-Women-Kurtas-5621497358196201-1.jpg,Calf Length,Calf Length,TRUE,
2413825,http://myntra.myntassets.com/assets/images/2413825/2018/2/5/11517828646131-HERENOW-Women-Grey--Blue-Printed-Straight-Kurta-1841517828646060-1.jpg,Calf Length,Calf Length,TRUE,
510106,http://myntra.myntassets.com/images/style/properties/Prakhya-Women-Kurtis_0fa487e47209bbab0e77988238d85dcd_images.jpg,Calf Length,#N/A,#N/A,FN
2386890,http://myntra.myntassets.com/assets/images/2386890/2018/1/25/11516858104403-Ira-Soleil-Women-Magenta-Printed-Anarkali-Kurta-61516858104282-1.jpg,Calf Length,Ankle Length,FALSE,FN
2263357,http://myntra.myntassets.com/assets/images/2263357/2017/11/29/11511936272472-PACK-OF-CARDS-621511936272353-1.jpg,Above Knee,Above Knee,TRUE,
2335622,http://myntra.myntassets.com/assets/images/2335622/2017/12/13/11513167138849-NA-8781513167138668-1.jpg,Ankle Length,Calf Length,FALSE,FN
2448918,http://myntra.myntassets.com/assets/images/2448918/2018/2/9/11518167677418-Brown--Beige-Printed-Angrakha-Style-Anarkali-7131518167677115-1.jpg,Calf Length,Calf Length,TRUE,
1850767,http://myntra.myntassets.com/assets/images/1850767/2017/4/12/11491976757308-Kurtas-Women-BLACKOLIVE-ROUND-NECK-34TH-SLV-DIGITAL-PRINTED-GGT-STRAIGHT-KURTA-6121491976757063-1.jpg,Ankle Length,Calf Length,FALSE,TN
1338678,http://myntra.myntassets.com/assets/images/1338678/2016/5/4/11462362936296-Tissu-Women-Kurtas-5721462362936078-1.jpg,Calf Length,Calf Length,TRUE,
2342531,http://myntra.myntassets.com/assets/images/2342531/2017/12/15/11513327962725-NA-5311513327962587-1.jpg,Above Knee,Knee Length,FALSE,FN
653397,http://myntra.myntassets.com/images/style/properties/Souchi-Women-Kurtas_3b77a7db4fbb62f1b2bae1740b512663_images.jpg,Knee Length,Calf Length,FALSE,FN
2177867,http://myntra.myntassets.com/assets/images/2177867/2017/10/13/11507875854310-Indibelle-Women-Green--Lime-Green-Printed-Straight-Kurta-6961507875854131-1.jpg,Calf Length,Knee Length,FALSE,FN
2447608,http://myntra.myntassets.com/assets/images/2447608/2018/2/12/11518436466360-Jaipur-Kurti-Women-Yellow-Solid-A-Line-Kurta-4331518436466089-1.jpg,Ankle Length,Ankle Length,TRUE,
2508718,http://myntra.myntassets.com/assets/images/2508718/2018/2/22/11519297955578-Ishin-Cotton-Green-Printed-Party-Wear-New-Collection-Womens-A-line-KurtaKurti-1581519297955401-1.jpg,Calf Length,Knee Length,FALSE,FN
2485855,http://myntra.myntassets.com/assets/images/2485855/2018/2/14/11518590136459-na-2691518590136271-1.jpg,Calf Length,Knee Length,FALSE,TN
2501377,http://myntra.myntassets.com/assets/images/2501377/2018/2/20/11519103730171-na-1621519103730007-1.jpg,Calf Length,Calf Length,TRUE,
1744743,http://myntra.myntassets.com/assets/images/1744743/2017/1/31/11485851203401-Shakumbhari-Women-Kurtas-8761485851203327-1.jpg,Calf Length,Calf Length,TRUE,
2312196,http://myntra.myntassets.com/assets/images/2312196/2017/12/6/11512539176512-Aujjessa-Black-A-Line-Cold-Shoulder-Kurta-3871512539176410-1.jpg,Calf Length,Calf Length,TRUE,
2240921,http://myntra.myntassets.com/assets/images/2240921/2017/11/20/11511176930270-Black-printed-34th-sleeve-cotton-A-line-Kurta-1711511176930127-1.jpg,Calf Length,Calf Length,TRUE,
2326498,http://myntra.myntassets.com/assets/images/2326498/2017/12/9/11512800645272-NA-8331512800645086-1.jpg,Calf Length,Calf Length,TRUE,
897648,http://myntra.myntassets.com/image/style/properties/897648/Morpunc-Off-White-Printed-Kaftan-Kurta_1_7a9aba6c84aa2617dbce4cc9567b9270.jpg,Knee Length,Knee Length,TRUE,
2522679,http://myntra.myntassets.com/assets/images/2522679/2018/2/26/11519640209195-Varanga-Women-Maroon-Printed-A-Line-Kurta-7111519640209039-1.jpg,Ankle Length,Calf Length,FALSE,FN
2509015,http://myntra.myntassets.com/assets/images/2509015/2018/2/22/11519301458437-RARE-ROOTS-Women-White--Black-Kurti-3311519301458219-1.jpg,Calf Length,Calf Length,TRUE,
2608579,http://myntra.myntassets.com/assets/images/diy/2018/2/23/022e7df9-3a51-4bf1-bc18-526ad86c3112default.jpg,Above Knee,Above Knee,TRUE,
2058514,http://myntra.myntassets.com/assets/images/2058514/2017/8/21/11503295827042-Azira-Women-Kurtas-6591503295826899-1.jpg,Knee Length,Knee Length,TRUE,
2476444,http://myntra.myntassets.com/assets/images/2476444/2018/2/19/11519018057329-CORE-3901519018057175-1.jpg,Knee Length,Calf Length,FALSE,FN
2154912,http://myntra.myntassets.com/assets/images/2154912/2017/9/28/11506577799762-Alom-Women-Blue-Printed-Straight-Kurta-7681506577799487-1.jpg,Calf Length,Calf Length,TRUE,
2438192,http://myntra.myntassets.com/assets/images/2438192/2018/1/30/11517311683758-na-2181517311683628-1.jpg,Calf Length,Calf Length,TRUE,
2082370,http://myntra.myntassets.com/assets/images/2082370/2017/8/28/11503923721549-AKS-Women-Beige-Printed-A-Line-Kurta-3711503923721654-1.jpg,Ankle Length,Calf Length,FALSE,TN
2295990,http://myntra.myntassets.com/assets/images/2295990/2018/2/17/11518853690470-HERENOW-Women-Maroon--Taupe-Checked-A-Line-Kurta-1511518853690372-1.jpg,Calf Length,Calf Length,TRUE,
2229091,http://myntra.myntassets.com/assets/images/2229091/2017/11/6/11509950394649-Vishudh-Women-Kurtas-3391509950394513-1.jpg,Knee Length,Calf Length,FALSE,TN
2385584,http://myntra.myntassets.com/assets/images/2385584/2018/2/1/11517477149418-RANGMANCH-BY-PANTALOONS-Women-Pink-Solid-A-Line-Kurta-8701517477149326-1.jpg,Ankle Length,Knee Length,FALSE,FN
2398664,http://myntra.myntassets.com/assets/images/2398664/2018/1/16/11516086762433-Vaamsi-Women-Gold-Toned--Red-Printed-Straight-Kurta-7361516086762266-1.jpg,Knee Length,Knee Length,TRUE,
2519151,http://myntra.myntassets.com/assets/images/2519151/2018/2/26/11519635804281-NA-6721519635804133-1.jpg,Calf Length,Calf Length,TRUE,
1193967,http://myntra.myntassets.com/assets/images/1193967/2016/8/5/11470381535526-Anouk-Navy-Leheriya-Print-Polyester-High-Low-Kurta-4451470381535037-1.jpg,Knee Length,Calf Length,FALSE,FN
2509601,http://myntra.myntassets.com/assets/images/2509601/2018/2/21/11519200277995-Pannkh-Women-Navy-Blue--White-Printed-Straight-Kurta-8211519200277847-1.jpg,Ankle Length,Ankle Length,TRUE,
2478147,http://myntra.myntassets.com/assets/images/2478147/2018/2/12/11518415000144-na-4271518414999940-1.jpg,Calf Length,Calf Length,TRUE,
2335608,http://myntra.myntassets.com/assets/images/2335608/2017/12/13/11513163720358-NA-2471513163720235-1.jpg,Calf Length,Calf Length,TRUE,
1770924,http://myntra.myntassets.com/assets/images/1770924/2017/2/20/11487573301931-aasi-Women-Kurtas-6911487573301730-1.jpg,Knee Length,Knee Length,TRUE,
2442977,http://myntra.myntassets.com/assets/images/2442977/2018/2/1/11517469574390-Saadgi-Women-Maroon-Embroidered-Straight-Kurta-5151517469574221-1.jpg,Above Knee,Above Knee,TRUE,
2382251,http://myntra.myntassets.com/assets/images/2382251/2018/1/8/11515388750138-NA-9461515388749993-1.jpg,Calf Length,Knee Length,FALSE,FN
2427809,http://myntra.myntassets.com/assets/images/2427809/2018/2/6/11517893140049-Fabindia-Women-White-Embroidered-Straight-Kurta-9721517893139923-1.jpg,Knee Length,Knee Length,TRUE,
1937804,http://myntra.myntassets.com/assets/images/1937804/2017/5/31/11496215579623-breya-Women-Pink-Printed-A-Line-Kurta-6951496215579455-1.jpg,Calf Length,Knee Length,FALSE,FN
2344463,http://myntra.myntassets.com/assets/images/2344463/2017/12/16/11513413131278-na-8261513413130526-1.jpg,Calf Length,Knee Length,FALSE,FN
2613113,http://myntra.myntassets.com/assets/images/diy/2018/2/27/ada29552-a259-45af-b474-f5133fb674ccdefault.jpg,Calf Length,Calf Length,TRUE,
2477270,http://myntra.myntassets.com/assets/images/2477270/2018/2/22/11519303076181-Libas-Women-Kurtas-1531519303076015-1.jpg,Calf Length,Calf Length,TRUE,
2040278,http://myntra.myntassets.com/assets/images/2040278/2017/8/11/11502450972141-Blue-printed-sleevless-cotton-kurta-with-high-front-slit-4621502450971940-1.jpg,Calf Length,Calf Length,TRUE,
2518284,http://myntra.myntassets.com/assets/images/2518284/2018/2/26/11519634333216-Mytri-Women-Black--White-Printed-Anarkali-Kurta-5211519634333041-1.jpg,Knee Length,Calf Length,FALSE,FN
2608565,http://myntra.myntassets.com/assets/images/diy/2018/2/23/d5d11057-5eeb-4ebf-aab9-6a201b70d9abdefault.jpg,Calf Length,Calf Length,TRUE,
2245780,http://myntra.myntassets.com/assets/images/2245780/2017/11/13/11510559492459-INDYA-Women-Red-Printed-A-Line-Kurta-8811510559492238-1.jpg,Ankle Length,Ankle Length,TRUE,
2243594,http://myntra.myntassets.com/assets/images/2243594/2017/11/13/11510565233750-NA-6961510565233587-1.jpg,Ankle Length,Ankle Length,TRUE,
2215100,http://myntra.myntassets.com/assets/images/2215100/2017/11/15/11510728627765-AURELIA-Women-Kurtas-891510728627549-1.jpg,Knee Length,Knee Length,TRUE,
2471646,http://myntra.myntassets.com/assets/images/2471646/2018/2/26/11519645084719-Tulsattva-Women-Kurtas-8251519645084569-1.jpg,Ankle Length,Ankle Length,TRUE,
1073209,http://myntra.myntassets.com/assets/images/1073209/2015/11/13/11447399972949-Raindrops-Women-Kurtas-9851447399972666-1.jpg,Ankle Length,Calf Length,FALSE,FN
2453608,http://myntra.myntassets.com/assets/images/2453608/2018/2/6/11517916262859-s-7241517916262692-1.jpg,Above Knee,Knee Length,FALSE,FN
2509131,http://myntra.myntassets.com/assets/images/2509131/2018/2/22/11519301245248-RARE-ROOTS-Women-Orange-Kurti-3201519301245021-1.jpg,Calf Length,Calf Length,TRUE,
1983039,http://myntra.myntassets.com/assets/images/1983039/2017/6/30/11498802725300-Janasya-Women-Kurtas-3191498802725183-1.jpg,Calf Length,Knee Length,FALSE,FN
2266183,http://myntra.myntassets.com/assets/images/2266183/2017/11/21/11511257979788-naa-6851511257979629-1.jpg,Ankle Length,Ankle Length,TRUE,
1188416,http://myntra.myntassets.com/assets/images/1188416/2016/2/18/11455789536368-Indian-Ink-Coral-Red-Kurta-3411455789535171-1.jpg,Calf Length,Knee Length,FALSE,FN
2588066,http://myntra.myntassets.com/assets/images/2588066/2018/3/1/11519905833082-Ishin-Cotton-Red-Printed-Party-Wear-New-Collection-Womens-A-line--Kurta-5201519905832878-1.jpg,Calf Length,Calf Length,TRUE,
2240267,http://myntra.myntassets.com/assets/images/2240267/2017/11/17/11510914553631-GERUA-Women-Pink--Off-White-Printed-Straight-Kurta-4991510914553476-1.jpg,Calf Length,Calf Length,TRUE,
2228671,http://myntra.myntassets.com/assets/images/2228671/2017/11/7/11510046276205-Varanga-White-Viscose-Rayon-Printed-Kurta-MNMAW16101137_REE91-8271510046276040-1.jpg,Calf Length,Calf Length,TRUE,
2484578,http://myntra.myntassets.com/assets/images/2484578/2018/2/24/11519454487092-Karigari-Women-Kurtas-1521519454486959-1.jpg,Knee Length,Knee Length,TRUE,
2436378,http://myntra.myntassets.com/assets/images/2436378/2018/1/31/11517381956522-Sera-Womens-Ethnic-Wear--Printed-kurta-9991517381956410-1.jpg,Calf Length,Calf Length,TRUE,
2438208,http://myntra.myntassets.com/assets/images/2438208/2018/1/30/11517311530011-na-5751517311529808-1.jpg,Above Knee,Above Knee,TRUE,
2289614,http://myntra.myntassets.com/assets/images/2289614/2017/12/11/11512987886997-AURELIA-Women-Kurtis-1241512987886851-1.jpg,Above Knee,Above Knee,TRUE,
2366633,http://myntra.myntassets.com/assets/images/2366633/2018/1/9/11515479126049-shree-women-black-solid-A-line-kurta-1731515479125798-1.jpg,Ankle Length,Calf Length,FALSE,TN
2477297,http://myntra.myntassets.com/assets/images/2477297/2018/2/22/11519293693468-Libas-Women-Kurtas-591519293693313-1.jpg,Calf Length,Calf Length,TRUE,
2414116,http://myntra.myntassets.com/assets/images/2414116/2018/1/22/11516601283254-nma-7541516601283076-1.jpg,Calf Length,Calf Length,TRUE,
2392339,http://myntra.myntassets.com/assets/images/2392339/2018/1/16/11516077788673-Shree-Women-White--Navy-Blue-Solid-A-Line-Kurta-6271516077788547-1.jpg,Calf Length,Calf Length,TRUE,
2396803,http://myntra.myntassets.com/assets/images/2396803/2018/1/16/11516091287006-Cottinfab-Women-Yellow-Woven-Design-Straight-Kurta-5511516091286833-1.jpg,Calf Length,Calf Length,TRUE,
2486499,http://myntra.myntassets.com/assets/images/2486499/2018/2/22/11519293738673-Shree-Women-Kurtas-491519293738488-1.jpg,Calf Length,Calf Length,TRUE,
2477207,http://myntra.myntassets.com/assets/images/2477207/2018/2/12/11518417089196-NA-6061518417088978-1.jpg,Calf Length,Calf Length,TRUE,
2483294,http://myntra.myntassets.com/assets/images/2483294/2018/2/21/11519198755462-Rangriti-Women-Kurtas-8271519198755179-1.jpg,Above Knee,Above Knee,TRUE,
2392282,http://myntra.myntassets.com/assets/images/2392282/2018/1/16/11516077742980-Shree-Women-Magenta-Solid-Straight-Kurta-6551516077742798-1.jpg,Calf Length,Calf Length,TRUE,
1752883,http://myntra.myntassets.com/assets/images/1752883/2017/2/15/11487159348996-Libas-Women-Off-white-Printed-A-Line-Kurta-201487159348793-1.jpg,Calf Length,Calf Length,TRUE,
2335625,http://myntra.myntassets.com/assets/images/2335625/2017/12/13/11513167144566-NA-951513167144372-1.jpg,Calf Length,Calf Length,TRUE,
2484003,http://myntra.myntassets.com/assets/images/2484003/2018/2/27/11519714400683-Fusion-Beats-Women-Off-White--Red-Printed-Straight-Kurta-8391519714400517-1.jpg,Knee Length,Calf Length,FALSE,FN
1789884,http://myntra.myntassets.com/assets/images/1789884/2017/3/3/11488532148282-AKS-Women-Kurtas-1981488532148115-1.jpg,Ankle Length,Calf Length,FALSE,TN
2337594,http://myntra.myntassets.com/assets/images/2337594/2017/12/15/11513314395943-Juniper-Mustard-Viscose-Shantoon-Embroidered-Roll-up-Sleeves-Long-Kurta-8051513314395775-1.jpg,Ankle Length,Ankle Length,TRUE,
2355185,http://myntra.myntassets.com/assets/images/2355185/2017/12/20/11513762499837-Round-Neck-34Th-Sleeves-Straight-Kurta-With-Solid-Yoke-9351513762499752-1.jpg,Calf Length,Knee Length,FALSE,FN
2588287,http://myntra.myntassets.com/assets/images/2588287/2018/3/1/11519907375175-s-1461519907375011-1.jpg,Calf Length,Calf Length,TRUE,
2399673,http://myntra.myntassets.com/assets/images/2399673/2018/2/1/11517470062729-Moda-Rapido-Women-Kurtas-41517470062686-1.jpg,Calf Length,Calf Length,TRUE,
2314577,http://myntra.myntassets.com/assets/images/2314577/2017/12/7/11512635822450-Aujjessa-Women-Grey-Solid-Straight-Kurta-3871512635822301-1.jpg,Calf Length,Calf Length,TRUE,
2467331,http://myntra.myntassets.com/assets/images/2467331/2018/2/8/11518076181626-na-3231518076181474-1.jpg,Calf Length,Calf Length,TRUE,
2477284,http://myntra.myntassets.com/assets/images/2477284/2018/2/23/11519360490782-Libas-Women-Mustard--Maroon-Printed-Anarkali-Kurta-61519360490616-1.jpg,Ankle Length,Ankle Length,TRUE,
2470171,http://myntra.myntassets.com/assets/images/2470171/2018/2/9/11518155207648-Green--Blue-printed-34th-sleeve-cotton-A-line-kurta-4551518155207344-1.jpg,Calf Length,Calf Length,TRUE,
2420011,http://myntra.myntassets.com/assets/images/2420011/2018/1/22/11516621000552-na-1161516621000477-1.jpg,Calf Length,Calf Length,TRUE,
2368114,http://myntra.myntassets.com/assets/images/2368114/2017/12/28/11514455841482-Fusion-Beats-Women-Blue-Printed-Straight-Kurta-9501514455841347-1.jpg,Calf Length,Calf Length,TRUE,
836986,http://myntra.myntassets.com/image/style/properties/836986/Folklore-Black-Printed-Kurta_1_24e1e06dc231238186dfdf94c4e3807f.jpg,Calf Length,Calf Length,TRUE,
2448415,http://myntra.myntassets.com/assets/images/2448415/2018/2/8/11518090682431-Shree-Women-Charcoal-Solid-A-Line-Kurta-2761518090682250-1.jpg,Calf Length,Calf Length,TRUE,
2509533,http://myntra.myntassets.com/assets/images/2509533/2018/2/23/11519362989806-Cotton-Viscose-Hand-Block-Printed-Gathered-Kurta-4441519362989579-1.jpg,Calf Length,Calf Length,TRUE,
2454833,http://myntra.myntassets.com/assets/images/2454833/2018/2/6/11517919785932-Cotton-Silk-Hand-Block-Printed-A-Line-Kurta-4011517919785765-1.jpg,Calf Length,Calf Length,TRUE,
2241414,http://myntra.myntassets.com/assets/images/2241414/2017/11/25/11511587069023-Rangriti-Women-Kurtas-5751511587068833-1.jpg,Knee Length,Knee Length,TRUE,
403127,http://myntra.myntassets.com/images/style/properties/Aujjessa-Women-Kurtis_a343b84c7ac096e8f3fa1978ccc3d9c6_images.jpg,Knee Length,#N/A,#N/A,FN
2482198,http://myntra.myntassets.com/assets/images/2482198/2018/2/23/11519374527070-Ayaany-Women-Kurtas-9551519374526897-1.jpg,Knee Length,Calf Length,FALSE,FN
853085,http://myntra.myntassets.com/image/style/properties/853085/Souchi-Women-Kurtas_1_3cdaabdf69ce79d223a0f81f5200816f.jpg,Above Knee,Knee Length,FALSE,FN
2370059,http://myntra.myntassets.com/assets/images/2370059/2018/2/19/11519037867448-Anouk-Women-Off-White-Printed-A-Line-Kurta-6351519037867311-1.jpg,Knee Length,Knee Length,TRUE,
1812787,http://myntra.myntassets.com/assets/images/1812787/2017/3/29/11490770641521-Kilol-Women-Kurtas-8421490770641396-1.jpg,Above Knee,Above Knee,TRUE,
